SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Gizona,DAVID,NAVARRO,16.0,Nerabea,3.0,174.0,65.74,Aurreratua,Dinamikoa,Jug
Emakumea,ANGELES,MEDINA,26.0,Gaztea,5.0,164.0,61.7,Aurreratua,Estatikoa,Mono
Emakumea,ANA ISABEL,NAVARRO,32.0,Gaztea,2.0,176.0,66.2,Erdikoa,Dinamikoa,Sloper
Emakumea,MARIA CONCEPCION,FLORES,22.0,Gaztea,9.0,154.0,79.11,Aurreratua,Dinamikoa,Jug
Emakumea,LUCIA,BENITEZ,23.0,Gaztea,3.0,154.0,78.97,Erdikoa,Nahasia,Crimp
Emakumea,CRISTINA,JIMENEZ,34.0,Gaztea,5.0,172.0,83.57,Profesionala,Nahasia,Pocket
Emakumea,ISABEL,GONZALEZ,28.0,Gaztea,6.0,169.0,63.04,Erdikoa,Estatikoa,Pinch
Emakumea,MAITE,SAEZ,18.0,Nerabea,5.0,161.0,58.9,Erdikoa,Dinamikoa,Pinch
Gizona,FRANCISCO,CASTRO,19.0,Nerabea,3.0,162.0,67.82,Profesionala,Estatikoa,Jug
Emakumea,AINARA,RUIZ,35.0,Gaztea,9.0,167.0,68.73,Aurreratua,Dinamikoa,Crimp
Gizona,JOSE ANTONIO,SANTOS,28.0,Gaztea,3.0,183.0,60.57,Erdikoa,Dinamikoa,Jug
Gizona,JUAN MANUEL,FLORES,28.0,Gaztea,4.0,188.0,88.53,Aurreratua,Nahasia,Pocket
Gizona,JAVIER,VARGAS,15.0,Nerabea,0.0,165.0,53.0,Hasiberria,Nahasia,Volume
Emakumea,JOSEFA,HERRERA,33.0,Gaztea,0.0,160.0,79.32,Hasiberria,Dinamikoa,Pinch
Gizona,ALFONSO,BLANCO,22.0,Gaztea,4.0,188.0,76.44,Erdikoa,Dinamikoa,Edge
Emakumea,MARIA MERCEDES,CAMPOS,34.0,Gaztea,7.0,158.0,83.36,Aurreratua,Nahasia,Jug
Emakumea,PILAR,SAEZ,21.0,Gaztea,5.0,172.0,76.89,Erdikoa,Nahasia,Sloper
Emakumea,MARIA,LORENZO,26.0,Gaztea,0.0,168.0,61.02,Aurreratua,Nahasia,Mono
Gizona,RAFAEL,MORENO,36.0,Heldua,31.0,162.0,84.25,Profesionala,Estatikoa,Jug
Gizona,CARLOS,CARRASCO,20.0,Nerabea,11.0,173.0,74.91,Profesionala,Estatikoa,Crack
Gizona,JON,CARRASCO,18.0,Nerabea,6.0,175.0,53.38,Elitea,Dinamikoa,Mono
Gizona,RAUL,VIDAL,44.0,Heldua,5.0,180.0,76.87,Erdikoa,Estatikoa,Jug
Emakumea,RAQUEL,CANO,34.0,Gaztea,3.0,164.0,63.52,Aurreratua,Estatikoa,Crimp
Emakumea,MARIA JESUS,GUTIERREZ,40.0,Heldua,0.0,160.0,76.07,Hasiberria,Nahasia,Pinch
Gizona,JOSU,CASTILLO,50.0,Heldua,6.0,174.0,74.41,Aurreratua,Nahasia,Edge
Gizona,FRANCISCO,SANTOS,35.0,Gaztea,4.0,185.0,80.35,Hasiberria,Estatikoa,Pinch
Gizona,ALBERTO,MUÑOZ,47.0,Heldua,5.0,179.0,80.14,Erdikoa,Estatikoa,Jug
Emakumea,MARIA DOLORES,HERRERO,37.0,Heldua,11.0,160.0,71.84,Erdikoa,Nahasia,Pocket
Gizona,VICENTE,MORALES,25.0,Gaztea,18.0,173.0,69.26,Aurreratua,Nahasia,Jug
Gizona,OIER,DOMINGUEZ,30.0,Gaztea,6.0,193.0,77.6,Aurreratua,Nahasia,Pinch
Emakumea,ANGELA,ORTEGA,15.0,Nerabea,5.0,157.0,48.4,Erdikoa,Nahasia,Edge
Gizona,RUBEN,SANTANA,18.0,Nerabea,15.0,160.0,51.96,Elitea,Dinamikoa,Pinch
Emakumea,JUANA,ALONSO,23.0,Gaztea,8.0,160.0,74.62,Profesionala,Dinamikoa,Mono
Gizona,DAVID,SANTOS,16.0,Nerabea,4.0,166.0,62.6,Aurreratua,Nahasia,Jug
Emakumea,MARIA CONCEPCION,LOPEZ,26.0,Gaztea,2.0,152.0,70.75,Erdikoa,Dinamikoa,Mono
Gizona,MIGUEL ANGEL,PEÑA,45.0,Heldua,8.0,189.0,75.3,Erdikoa,Nahasia,Crimp
Emakumea,IRATXE,CALVO,16.0,Nerabea,8.0,145.0,69.28,Aurreratua,Nahasia,Jug
Emakumea,NEREA,MEDINA,34.0,Gaztea,10.0,159.0,63.25,Aurreratua,Nahasia,Pinch
Gizona,ANGEL,MENDEZ,23.0,Gaztea,7.0,177.0,60.49,Profesionala,Nahasia,Crack
Emakumea,MARIA,GALLEGO,40.0,Heldua,0.0,165.0,74.48,Hasiberria,Estatikoa,Pocket
Gizona,SANTIAGO,CORTES,22.0,Gaztea,2.0,169.0,68.75,Erdikoa,Dinamikoa,Sloper
Emakumea,ROCIO,GUERRERO,16.0,Nerabea,4.0,156.0,47.15,Erdikoa,Dinamikoa,Sloper
Emakumea,SONIA,MEDINA,43.0,Heldua,4.0,174.0,68.65,Erdikoa,Nahasia,Crack
Emakumea,CRISTINA,VEGA,27.0,Gaztea,4.0,157.0,77.6,Aurreratua,Nahasia,Crack
Gizona,JAVIER,PARRA,19.0,Nerabea,0.0,169.0,79.01,Erdikoa,Dinamikoa,Edge
Gizona,JAVIER,PASTOR,35.0,Gaztea,4.0,162.0,75.09,Aurreratua,Nahasia,Jug
Gizona,JUAN JOSE,GALLEGO,31.0,Gaztea,0.0,169.0,78.07,Erdikoa,Nahasia,Pinch
Gizona,RUBEN,IBAÑEZ,46.0,Heldua,23.0,180.0,76.19,Profesionala,Nahasia,Volume
Gizona,CARLOS,VAZQUEZ,20.0,Nerabea,11.0,170.0,68.0,Aurreratua,Dinamikoa,Crimp
Gizona,ALEJANDRO,GUTIERREZ,17.0,Nerabea,11.0,161.0,69.03,Aurreratua,Estatikoa,Pinch
Gizona,FERNANDO,MARTIN,47.0,Heldua,0.0,178.0,88.62,Hasiberria,Dinamikoa,Jug
Emakumea,LUCIA,VICENTE,15.0,Nerabea,6.0,162.0,68.69,Aurreratua,Estatikoa,Crimp
Emakumea,ESTIBALIZ,AGUILAR,16.0,Nerabea,5.0,153.0,69.35,Erdikoa,Nahasia,Crimp
Gizona,JORGE,SANCHEZ,17.0,Nerabea,2.0,163.0,66.75,Aurreratua,Nahasia,Edge
Gizona,PABLO,ROMERO,35.0,Gaztea,23.0,180.0,63.93,Aurreratua,Dinamikoa,Jug
Gizona,LUIS,FERRER,37.0,Heldua,3.0,180.0,82.46,Aurreratua,Estatikoa,Pinch
Gizona,ANGEL,MONTERO,15.0,Nerabea,11.0,165.0,69.01,Aurreratua,Estatikoa,Pinch
Emakumea,CARMEN,VICENTE,28.0,Gaztea,10.0,151.0,82.14,Aurreratua,Dinamikoa,Crimp
Emakumea,TERESA,NAVARRO,54.0,Heldua,5.0,174.0,77.99,Erdikoa,Dinamikoa,Mono
Gizona,MANUEL,BENITEZ,47.0,Heldua,25.0,175.0,70.46,Aurreratua,Estatikoa,Pinch
Emakumea,PAULA,BENITEZ,20.0,Nerabea,10.0,160.0,69.18,Profesionala,Estatikoa,Jug
Emakumea,MARIA TERESA,SOLER,29.0,Gaztea,21.0,172.0,68.35,Erdikoa,Estatikoa,Pinch
Gizona,IBAI,HERRERO,17.0,Nerabea,8.0,165.0,67.81,Aurreratua,Nahasia,Mono
Emakumea,ANDREA,VEGA,23.0,Gaztea,5.0,179.0,80.33,Erdikoa,Nahasia,Mono
Gizona,JUAN CARLOS,AGUILAR,30.0,Gaztea,1.0,165.0,72.59,Aurreratua,Dinamikoa,Pinch
Emakumea,ENCARNACION,PARRA,27.0,Gaztea,10.0,174.0,78.71,Profesionala,Estatikoa,Sloper
Gizona,VICENTE,NAVARRO,19.0,Nerabea,4.0,160.0,61.9,Erdikoa,Nahasia,Sloper
Gizona,ANGEL,MONTERO,21.0,Gaztea,10.0,176.0,68.19,Aurreratua,Dinamikoa,Crimp
Gizona,GORKA,VEGA,21.0,Gaztea,6.0,162.0,75.13,Erdikoa,Estatikoa,Sloper
Emakumea,MARIA JOSE,BRAVO,20.0,Nerabea,7.0,163.0,64.02,Elitea,Dinamikoa,Crimp
Emakumea,MARIA,HERNANDEZ,25.0,Gaztea,3.0,163.0,58.94,Aurreratua,Estatikoa,Volume
Gizona,ALBERTO,RAMIREZ,29.0,Gaztea,3.0,175.0,85.35,Erdikoa,Estatikoa,Pocket
Gizona,MARCOS,RODRIGUEZ,16.0,Nerabea,3.0,166.0,62.62,Erdikoa,Estatikoa,Crimp
Emakumea,CARMEN,VAZQUEZ,26.0,Gaztea,2.0,152.0,74.86,Profesionala,Dinamikoa,Jug
Emakumea,ANGELES,CANO,33.0,Gaztea,9.0,163.0,71.67,Profesionala,Dinamikoa,Crimp
Emakumea,MARIA LUISA,MORENO,19.0,Nerabea,1.0,155.0,51.69,Erdikoa,Estatikoa,Crack
Emakumea,MARIA TERESA,DELGADO,21.0,Gaztea,2.0,152.0,64.27,Aurreratua,Dinamikoa,Sloper
Gizona,JOSE MARIA,PASCUAL,31.0,Gaztea,4.0,183.0,70.13,Profesionala,Estatikoa,Pinch
Emakumea,AMAIA,PARRA,24.0,Gaztea,9.0,174.0,56.42,Elitea,Dinamikoa,Pinch
Gizona,JOSE IGNACIO,HIDALGO,19.0,Nerabea,9.0,164.0,69.66,Aurreratua,Nahasia,Pinch
Gizona,UNAI,ROJAS,29.0,Gaztea,17.0,173.0,66.58,Profesionala,Estatikoa,Crimp
Gizona,MARCOS,GUERRERO,21.0,Gaztea,1.0,175.0,78.07,Hasiberria,Dinamikoa,Crimp
Gizona,ANGEL,GONZALEZ,18.0,Nerabea,1.0,173.0,73.68,Hasiberria,Estatikoa,Sloper
Emakumea,AMPARO,GARCIA,19.0,Nerabea,0.0,164.0,63.13,Hasiberria,Nahasia,Jug
Gizona,IVAN,AGUILAR,16.0,Nerabea,3.0,170.0,74.64,Erdikoa,Nahasia,Crimp
Gizona,JESUS,ROMAN,23.0,Gaztea,16.0,172.0,72.82,Profesionala,Dinamikoa,Jug
Emakumea,ENCARNACION,BENITEZ,29.0,Gaztea,2.0,180.0,82.38,Aurreratua,Estatikoa,Sloper
Gizona,ANGEL,SANZ,15.0,Nerabea,4.0,163.0,67.19,Erdikoa,Estatikoa,Jug
Gizona,ALBERTO,MENDEZ,18.0,Nerabea,5.0,172.0,65.4,Erdikoa,Estatikoa,Pinch
Emakumea,IRATI,FUENTES,29.0,Gaztea,2.0,169.0,72.77,Erdikoa,Dinamikoa,Edge
Gizona,MANUEL,GARCIA,36.0,Heldua,0.0,187.0,81.53,Hasiberria,Nahasia,Sloper
Emakumea,TERESA,SANCHEZ,25.0,Gaztea,0.0,178.0,69.8,Hasiberria,Dinamikoa,Jug
Gizona,AITOR,ALONSO,36.0,Heldua,3.0,178.0,82.93,Erdikoa,Nahasia,Edge
Emakumea,MARIA ANGELES,PASTOR,22.0,Gaztea,0.0,172.0,72.68,Hasiberria,Estatikoa,Crimp
Gizona,IVAN,FERNANDEZ,14.0,Nerabea,6.0,170.0,63.2,Profesionala,Estatikoa,Pinch
Gizona,SERGIO,GARCIA,54.0,Heldua,0.0,172.0,79.12,Aurreratua,Nahasia,Mono
Emakumea,MARIA CARMEN,GALLARDO,28.0,Gaztea,6.0,167.0,66.67,Aurreratua,Nahasia,Sloper
Gizona,JUAN JOSE,CAMPOS,47.0,Heldua,20.0,167.0,78.09,Aurreratua,Estatikoa,Crack
Gizona,IKER,RAMIREZ,31.0,Gaztea,19.0,176.0,74.97,Aurreratua,Nahasia,Crimp
Gizona,EDUARDO,GONZALEZ,14.0,Nerabea,6.0,183.0,50.08,Aurreratua,Nahasia,Sloper
Gizona,JOSE MIGUEL,PASCUAL,46.0,Heldua,6.0,170.0,84.57,Profesionala,Dinamikoa,Crimp
Emakumea,MARIA DOLORES,IGLESIAS,14.0,Nerabea,11.0,159.0,55.78,Erdikoa,Nahasia,Crack
Emakumea,PAULA,VARGAS,36.0,Heldua,6.0,157.0,80.35,Aurreratua,Estatikoa,Crimp
Gizona,JUAN JOSE,SANTIAGO,50.0,Heldua,33.0,183.0,75.72,Aurreratua,Estatikoa,Pinch
Emakumea,BEGOÑA,ROMAN,23.0,Gaztea,9.0,179.0,59.71,Aurreratua,Estatikoa,Volume
Gizona,MANUEL,GARCIA,51.0,Heldua,1.0,165.0,82.18,Hasiberria,Dinamikoa,Edge
Emakumea,AMAIA,MARTINEZ,20.0,Nerabea,7.0,150.0,55.38,Aurreratua,Estatikoa,Edge
Emakumea,ANGELES,GALLEGO,37.0,Heldua,7.0,158.0,69.86,Erdikoa,Estatikoa,Jug
Gizona,IÑAKI,ROMAN,18.0,Nerabea,7.0,161.0,69.52,Elitea,Estatikoa,Pinch
Emakumea,MARIA TERESA,LEON,21.0,Gaztea,7.0,173.0,75.67,Aurreratua,Estatikoa,Pinch
Gizona,ALBERTO,NIETO,24.0,Gaztea,14.0,180.0,78.36,Aurreratua,Estatikoa,Sloper
Emakumea,MARIA JOSE,CARMONA,21.0,Gaztea,3.0,167.0,71.44,Erdikoa,Dinamikoa,Mono
Gizona,IBAI,SANZ,49.0,Heldua,8.0,173.0,81.57,Aurreratua,Nahasia,Mono
Gizona,ANTONIO,MARQUEZ,34.0,Gaztea,9.0,164.0,68.77,Aurreratua,Nahasia,Mono
Gizona,JOSE MIGUEL,CABALLERO,24.0,Gaztea,6.0,189.0,65.05,Elitea,Estatikoa,Jug
Gizona,JOSE,BENITEZ,14.0,Nerabea,6.0,169.0,77.36,Profesionala,Estatikoa,Edge
Gizona,JON,CANO,40.0,Heldua,6.0,175.0,84.63,Erdikoa,Dinamikoa,Sloper
Gizona,OIER,HERRERO,23.0,Gaztea,1.0,191.0,70.99,Hasiberria,Nahasia,Volume
Gizona,DANIEL,MARTINEZ,19.0,Nerabea,0.0,172.0,58.2,Aurreratua,Estatikoa,Jug
Gizona,ALBERTO,GONZALEZ,25.0,Gaztea,3.0,192.0,71.03,Erdikoa,Dinamikoa,Crack
Emakumea,MARIA JOSEFA,FERRER,20.0,Nerabea,8.0,156.0,59.18,Profesionala,Estatikoa,Pinch
Emakumea,ITZIAR,REYES,25.0,Gaztea,3.0,177.0,70.17,Erdikoa,Estatikoa,Jug
Gizona,ANTONIO,SANTIAGO,15.0,Nerabea,4.0,164.0,62.61,Profesionala,Dinamikoa,Volume
Gizona,JOAQUIN,FERRER,28.0,Gaztea,4.0,163.0,86.06,Erdikoa,Estatikoa,Sloper
Gizona,VICENTE,ROMERO,34.0,Gaztea,6.0,195.0,65.01,Profesionala,Dinamikoa,Crimp
Gizona,DAVID,RUIZ,24.0,Gaztea,4.0,168.0,75.66,Erdikoa,Estatikoa,Sloper
Gizona,JUAN,DIAZ,16.0,Nerabea,0.0,166.0,67.26,Hasiberria,Estatikoa,Sloper
Emakumea,MERCEDES,GUTIERREZ,33.0,Gaztea,2.0,157.0,64.15,Erdikoa,Nahasia,Volume
Gizona,FERNANDO,SANTOS,28.0,Gaztea,0.0,190.0,75.95,Hasiberria,Nahasia,Pinch
Gizona,RAMON,SUAREZ,15.0,Nerabea,11.0,160.0,67.75,Aurreratua,Nahasia,Crimp
Gizona,OSCAR,GARRIDO,53.0,Heldua,1.0,162.0,78.58,Hasiberria,Nahasia,Crimp
Gizona,JOSE MARIA,VEGA,23.0,Gaztea,7.0,181.0,74.12,Aurreratua,Estatikoa,Mono
Gizona,JUAN CARLOS,CABALLERO,26.0,Gaztea,8.0,188.0,65.17,Aurreratua,Dinamikoa,Sloper
Gizona,IÑAKI,MOYA,28.0,Gaztea,9.0,177.0,66.53,Elitea,Nahasia,Crimp
Emakumea,MARIA JOSEFA,FERRER,28.0,Gaztea,4.0,170.0,66.61,Hasiberria,Nahasia,Mono
Gizona,JOSE MIGUEL,GARCIA,45.0,Heldua,5.0,180.0,75.22,Hasiberria,Nahasia,Pinch
Gizona,JULEN,PRIETO,17.0,Nerabea,5.0,180.0,64.32,Erdikoa,Dinamikoa,Sloper
Emakumea,ITZIAR,REYES,15.0,Nerabea,0.0,161.0,67.15,Erdikoa,Dinamikoa,Pinch
Emakumea,MARTA,SANCHEZ,26.0,Gaztea,1.0,163.0,64.29,Aurreratua,Nahasia,Volume
Gizona,ALEJANDRO,CALVO,16.0,Nerabea,4.0,185.0,69.02,Erdikoa,Nahasia,Crimp
Gizona,IBAI,GALLEGO,32.0,Gaztea,5.0,192.0,73.49,Aurreratua,Nahasia,Jug
Gizona,IVAN,PARRA,18.0,Nerabea,3.0,180.0,67.55,Erdikoa,Estatikoa,Crimp
Emakumea,PAULA,PASTOR,14.0,Nerabea,6.0,170.0,53.21,Aurreratua,Nahasia,Crimp
Gizona,LUIS,SANCHEZ,28.0,Gaztea,1.0,189.0,66.36,Hasiberria,Nahasia,Edge
Gizona,JOSE MARIA,ROMERO,24.0,Gaztea,4.0,170.0,64.36,Erdikoa,Nahasia,Sloper
Emakumea,CRISTINA,CARRASCO,19.0,Nerabea,3.0,163.0,61.21,Aurreratua,Nahasia,Jug
Emakumea,AMPARO,SUAREZ,18.0,Nerabea,8.0,166.0,64.9,Profesionala,Nahasia,Crimp
Emakumea,MARIA CARMEN,GONZALEZ,53.0,Heldua,0.0,151.0,71.28,Hasiberria,Dinamikoa,Sloper
Gizona,MIGUEL ANGEL,DELGADO,25.0,Gaztea,3.0,177.0,78.87,Hasiberria,Dinamikoa,Mono
Gizona,RUBEN,DELGADO,15.0,Nerabea,4.0,178.0,62.95,Erdikoa,Dinamikoa,Pinch
Emakumea,ANA,PASTOR,46.0,Heldua,4.0,152.0,71.3,Hasiberria,Estatikoa,Crimp
Gizona,JUAN MANUEL,BENITEZ,34.0,Gaztea,20.0,172.0,66.17,Elitea,Dinamikoa,Pinch
Gizona,ANGEL,CASTILLO,34.0,Gaztea,3.0,181.0,88.06,Erdikoa,Nahasia,Mono
Emakumea,ROCIO,FERRER,24.0,Gaztea,3.0,162.0,81.32,Erdikoa,Nahasia,Mono
Emakumea,MARIA BEGOÑA,MUÑOZ,43.0,Heldua,5.0,164.0,78.25,Erdikoa,Nahasia,Crimp
Emakumea,MARIA JOSE,ORTEGA,32.0,Gaztea,4.0,161.0,67.47,Aurreratua,Estatikoa,Jug
Emakumea,ANA,PEÑA,33.0,Gaztea,29.0,166.0,68.99,Aurreratua,Nahasia,Pinch
Emakumea,MARIA PILAR,HIDALGO,50.0,Heldua,3.0,160.0,76.57,Aurreratua,Nahasia,Sloper
Emakumea,ENCARNACION,VIDAL,50.0,Heldua,1.0,166.0,73.48,Hasiberria,Dinamikoa,Sloper
Gizona,PEDRO,ALONSO,19.0,Nerabea,7.0,168.0,66.18,Erdikoa,Estatikoa,Pinch
Gizona,PABLO,ORTIZ,19.0,Nerabea,9.0,163.0,63.92,Aurreratua,Nahasia,Crimp
Emakumea,MARIA JESUS,MOYA,31.0,Gaztea,7.0,160.0,72.66,Elitea,Dinamikoa,Edge
Gizona,JOSE ANTONIO,LOPEZ,47.0,Heldua,10.0,180.0,77.21,Erdikoa,Estatikoa,Crimp
Emakumea,MARIA PILAR,REYES,19.0,Nerabea,8.0,155.0,50.91,Profesionala,Estatikoa,Pocket
Gizona,GORKA,NAVARRO,53.0,Heldua,9.0,176.0,80.55,Aurreratua,Estatikoa,Pinch
Gizona,PABLO,MORA,35.0,Gaztea,4.0,172.0,63.95,Erdikoa,Dinamikoa,Mono
Gizona,FRANCISCO JOSE,PARRA,14.0,Nerabea,3.0,162.0,52.87,Erdikoa,Nahasia,Pinch
Gizona,ALBERTO,BENITEZ,19.0,Nerabea,7.0,166.0,78.86,Aurreratua,Dinamikoa,Mono
Emakumea,JULIA,SUAREZ,17.0,Nerabea,5.0,158.0,62.03,Erdikoa,Nahasia,Mono
Gizona,JOSE RAMON,FLORES,14.0,Nerabea,11.0,178.0,55.37,Aurreratua,Estatikoa,Crimp
Emakumea,IRENE,VEGA,55.0,Heldua,3.0,164.0,79.75,Erdikoa,Estatikoa,Jug
Emakumea,YOLANDA,ROMERO,21.0,Gaztea,4.0,160.0,69.74,Aurreratua,Nahasia,Crimp
Gizona,CARLOS,MORENO,19.0,Nerabea,4.0,184.0,69.28,Profesionala,Nahasia,Sloper
Gizona,JOAQUIN,BENITEZ,22.0,Gaztea,3.0,168.0,75.19,Erdikoa,Nahasia,Sloper
Gizona,JORGE,FLORES,25.0,Gaztea,0.0,191.0,74.67,Erdikoa,Estatikoa,Sloper
Gizona,RUBEN,RODRIGUEZ,19.0,Nerabea,5.0,173.0,69.19,Erdikoa,Estatikoa,Crack
Gizona,JUAN CARLOS,RAMIREZ,30.0,Gaztea,1.0,184.0,66.71,Hasiberria,Dinamikoa,Edge
Emakumea,ROCIO,PRIETO,34.0,Gaztea,4.0,177.0,83.4,Aurreratua,Estatikoa,Sloper
Gizona,JOSE MANUEL,GARRIDO,14.0,Nerabea,5.0,168.0,77.46,Erdikoa,Dinamikoa,Jug
Gizona,PABLO,CALVO,30.0,Gaztea,3.0,183.0,70.96,Profesionala,Estatikoa,Sloper
Gizona,JOSE MANUEL,LEON,14.0,Nerabea,2.0,174.0,76.84,Aurreratua,Dinamikoa,Crimp
Emakumea,MARIA,MONTERO,31.0,Gaztea,25.0,164.0,76.18,Profesionala,Nahasia,Crimp
Gizona,OSCAR,VEGA,16.0,Nerabea,6.0,183.0,63.01,Erdikoa,Estatikoa,Edge
Emakumea,ISABEL,BENITEZ,30.0,Gaztea,5.0,171.0,62.3,Profesionala,Nahasia,Crimp
Emakumea,ANGELES,VAZQUEZ,38.0,Heldua,12.0,162.0,68.96,Aurreratua,Nahasia,Crimp
Emakumea,ROSA,ORTIZ,19.0,Nerabea,4.0,156.0,45.66,Aurreratua,Dinamikoa,Crimp
Gizona,LUIS,HERNANDEZ,25.0,Gaztea,2.0,180.0,79.66,Erdikoa,Estatikoa,Pinch
Emakumea,ISABEL,DOMINGUEZ,28.0,Gaztea,2.0,170.0,69.92,Hasiberria,Dinamikoa,Crack
Gizona,RAFAEL,ARIAS,17.0,Nerabea,1.0,168.0,73.85,Hasiberria,Estatikoa,Mono
Emakumea,IZASKUN,LORENZO,19.0,Nerabea,8.0,161.0,49.85,Aurreratua,Estatikoa,Pinch
Gizona,MARCOS,SANCHEZ,29.0,Gaztea,3.0,178.0,71.84,Erdikoa,Dinamikoa,Jug
Emakumea,MARTA,SANTOS,55.0,Heldua,3.0,154.0,71.82,Aurreratua,Dinamikoa,Mono
Emakumea,MARIA ISABEL,DELGADO,32.0,Gaztea,4.0,163.0,84.13,Aurreratua,Dinamikoa,Crimp
Emakumea,BEGOÑA,SANZ,38.0,Heldua,5.0,163.0,84.5,Erdikoa,Nahasia,Pinch
Gizona,ANDRES,BRAVO,55.0,Heldua,8.0,178.0,78.55,Elitea,Dinamikoa,Mono
Emakumea,LEIRE,FERRER,26.0,Gaztea,2.0,154.0,71.89,Erdikoa,Dinamikoa,Crimp
Gizona,MARIO,NAVARRO,22.0,Gaztea,10.0,171.0,73.09,Profesionala,Dinamikoa,Jug
Emakumea,MARIA DOLORES,RIVERA,41.0,Heldua,4.0,164.0,72.57,Aurreratua,Nahasia,Pinch
Gizona,MIGUEL ANGEL,CARRASCO,17.0,Nerabea,1.0,165.0,67.77,Hasiberria,Estatikoa,Volume
Emakumea,CRISTINA,SANZ,29.0,Gaztea,2.0,162.0,73.39,Erdikoa,Estatikoa,Edge
Gizona,IBAI,SOTO,24.0,Gaztea,1.0,161.0,77.41,Hasiberria,Dinamikoa,Sloper
Gizona,ANDER,MARTIN,26.0,Gaztea,2.0,165.0,75.41,Aurreratua,Nahasia,Crimp
Gizona,OIER,SOTO,22.0,Gaztea,5.0,195.0,66.02,Hasiberria,Nahasia,Pinch
Emakumea,ROSA MARIA,SANTANA,20.0,Nerabea,12.0,162.0,60.25,Aurreratua,Estatikoa,Crimp
Gizona,DANIEL,PASTOR,25.0,Gaztea,5.0,177.0,62.1,Erdikoa,Estatikoa,Jug
Emakumea,ROCIO,BENITEZ,28.0,Gaztea,0.0,161.0,60.2,Erdikoa,Estatikoa,Sloper
Gizona,JOSE,PEREZ,19.0,Nerabea,4.0,163.0,57.39,Erdikoa,Dinamikoa,Crimp
Gizona,JESUS,MARQUEZ,30.0,Gaztea,3.0,171.0,74.4,Aurreratua,Nahasia,Crimp
Emakumea,MARIA JOSE,ALONSO,22.0,Gaztea,4.0,180.0,75.16,Erdikoa,Dinamikoa,Sloper
Gizona,DAVID,GUTIERREZ,25.0,Gaztea,3.0,181.0,73.53,Aurreratua,Dinamikoa,Sloper
Emakumea,ANTONIA,CRESPO,29.0,Gaztea,10.0,166.0,57.96,Aurreratua,Estatikoa,Jug
Gizona,MIGUEL,MUÑOZ,55.0,Heldua,10.0,188.0,82.76,Aurreratua,Dinamikoa,Crimp
Gizona,JESUS MARIA,BENITEZ,24.0,Gaztea,2.0,171.0,81.41,Hasiberria,Estatikoa,Sloper
Emakumea,MARIA ROSARIO,CASTRO,32.0,Gaztea,2.0,166.0,59.08,Hasiberria,Dinamikoa,Crimp
Gizona,IBAI,SERRANO,20.0,Nerabea,9.0,175.0,67.34,Elitea,Estatikoa,Crack
Emakumea,JUANA,ROMAN,23.0,Gaztea,7.0,158.0,73.03,Aurreratua,Dinamikoa,Pinch
Emakumea,MARIA LUISA,SANTOS,20.0,Nerabea,6.0,170.0,48.55,Elitea,Estatikoa,Sloper
Gizona,ADRIAN,GALLEGO,17.0,Nerabea,7.0,173.0,63.22,Profesionala,Estatikoa,Mono
Emakumea,ANA MARIA,BENITEZ,29.0,Gaztea,5.0,171.0,58.28,Aurreratua,Estatikoa,Crack
Gizona,OSCAR,ALONSO,27.0,Gaztea,5.0,176.0,75.98,Erdikoa,Nahasia,Volume
Gizona,FERNANDO,RIVERA,43.0,Heldua,38.0,180.0,73.98,Erdikoa,Estatikoa,Crimp
Gizona,MARKEL,CARMONA,23.0,Gaztea,7.0,183.0,65.38,Elitea,Estatikoa,Jug
Gizona,JOSE MARIA,CRUZ,26.0,Gaztea,10.0,181.0,76.83,Profesionala,Dinamikoa,Pinch
Gizona,ALBERTO,RAMIREZ,49.0,Heldua,9.0,180.0,82.73,Aurreratua,Dinamikoa,Pinch
Gizona,ANTONIO,ALONSO,16.0,Nerabea,0.0,184.0,79.58,Hasiberria,Dinamikoa,Pinch
Gizona,MIGUEL ANGEL,CABALLERO,25.0,Gaztea,11.0,177.0,65.11,Profesionala,Estatikoa,Jug
Emakumea,ISABEL,PASTOR,17.0,Nerabea,5.0,149.0,72.24,Erdikoa,Estatikoa,Jug
Emakumea,PAULA,DIEZ,34.0,Gaztea,0.0,152.0,65.62,Hasiberria,Dinamikoa,Crack
Emakumea,MARIA PILAR,NUÑEZ,36.0,Heldua,0.0,162.0,70.43,Hasiberria,Nahasia,Mono
Gizona,JULEN,RUBIO,29.0,Gaztea,5.0,170.0,62.39,Erdikoa,Estatikoa,Jug
Emakumea,NURIA,DOMINGUEZ,24.0,Gaztea,2.0,169.0,73.57,Profesionala,Dinamikoa,Pinch
Gizona,ADRIAN,SANZ,35.0,Gaztea,0.0,190.0,71.71,Erdikoa,Dinamikoa,Crack
Gizona,ALEJANDRO,CARMONA,30.0,Gaztea,2.0,164.0,62.06,Erdikoa,Estatikoa,Jug
Emakumea,ANGELA,CANO,33.0,Gaztea,7.0,160.0,62.03,Elitea,Nahasia,Pinch
Gizona,JUAN,CANO,23.0,Gaztea,8.0,180.0,60.8,Aurreratua,Dinamikoa,Crimp
Gizona,XABIER,TORRES,26.0,Gaztea,2.0,179.0,66.36,Erdikoa,Estatikoa,Crimp
